"","id","l2501","l2502","l2503","l2504","l2505","l2506","l2507","l2508","l2509","l2510","l2511","l2512","l2513","l2514","l2515"
"1481",5883,"比较同意","比较不同意","比较同意","无所谓","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","无所谓","比较同意"
"1482",5884,"无所谓","无所谓","无所谓","无所谓","比较同意","无法选择","比较同意","无所谓","比较同意","比较同意","比较同意","比较同意","比较同意","比较同意","比较同意"
"1483",5885,"比较同意","比较同意","比较同意","无所谓","比较同意","比较不同意","比较同意","比较同意","比较同意","无所谓","比较同意","无所谓","比较同意","无所谓","比较同意"
"1484",5886,"比较同意","比较同意","比较同意","比较同意","比较同意","无所谓","比较同意","无所谓","比较同意","无法选择","比较同意","无所谓","比较同意","比较不同意","无所谓"
"1485",5890,"比较不同意","比较同意","比较同意","比较同意","比较不同意","比较不同意","无所谓","完全不同意","完全同意","比较不同意","无所谓","无所谓","无所谓","比较同意","比较同意"
"1486",5898,"无所谓","完全同意","比较不同意","完全同意","比较不同意","比较同意","比较同意","比较同意","比较同意","比较不同意","比较同意","比较同意","比较同意","比较同意","比较不同意"
"1487",5899,"比较同意","比较同意","比较同意","比较同意","完全同意","比较同意","比较同意","无法选择","完全同意","完全同意","完全同意","完全同意","完全同意","完全同意","完全同意"
"1488",5908,"无法选择","比较同意","无法选择","无所谓","比较不同意","比较同意","无所谓","无法选择","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓"
"1489",5910,"比较同意","无所谓","比较同意","无所谓","比较同意","无所谓","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","完全同意","无所谓","完全同意"
"1490",5913,"比较同意","无所谓","无所谓","比较同意","比较同意","比较同意","无所谓","比较同意","比较同意","比较不同意","比较同意","无所谓","比较同意","比较同意","无所谓"
"1491",5916,"比较同意","比较不同意","比较同意","比较不同意","比较同意","完全不同意","比较不同意","完全不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","完全同意"
"1492",5917,"无法选择","完全同意","比较同意","比较同意","比较同意","比较同意","比较同意","无法选择","比较同意","比较不同意","完全同意","比较同意","比较同意","比较同意","完全同意"
"1493",5918,"比较同意","比较不同意","完全不同意","完全同意","完全同意","比较不同意","比较不同意","完全不同意","完全同意","完全不同意","完全同意","比较同意","完全同意","比较同意","完全同意"
"1494",5925,"比较同意","比较不同意","比较同意","无所谓","比较同意","无所谓","比较同意","比较不同意","比较同意","无所谓","比较同意","无所谓","比较同意","无所谓","无所谓"
"1495",5929,"比较同意","比较不同意","比较同意","比较同意","无所谓","比较同意","比较同意","无所谓","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较同意","比较同意"
"1496",5933,"比较同意","无所谓","比较不同意","无所谓","比较不同意","比较同意","无所谓","无所谓","比较同意","比较不同意","比较同意","无所谓","比较不同意","比较同意","比较不同意"
"1497",5936,"无所谓","比较同意","比较不同意","比较同意","比较同意","比较同意","比较同意","无所谓","比较同意","比较同意","比较同意","无所谓","比较同意","比较同意","无所谓"
"1498",5939,"无所谓","比较同意","比较同意","比较同意","无所谓","比较同意","比较同意","比较同意","比较同意","比较同意","无所谓","比较同意","比较同意","比较同意","无所谓"
"1499",5940,"无所谓","比较同意","无法选择","无所谓","无所谓","比较同意","无所谓","无法选择","比较同意","无法选择","比较同意","比较同意","无所谓","比较同意","无法选择"
"1500",5964,"比较同意","比较同意","比较不同意","比较同意","比较不同意","比较不同意","比较同意","比较不同意","比较同意","比较同意","比较同意","比较同意","比较同意","比较同意","比较不同意"
"1501",5965,"完全同意","完全同意","完全同意","完全同意","完全同意","完全同意","完全同意","完全不同意","完全同意","无法选择","完全不同意","完全不同意","完全同意","完全同意","完全同意"
"1502",5967,"比较同意","比较不同意","完全同意","比较不同意","比较同意","无所谓","比较同意","比较不同意","比较同意","无所谓","比较同意","比较不同意","比较同意","比较不同意","比较同意"
"1503",5971,"比较同意","比较不同意","比较同意","无所谓","比较同意","无所谓","比较同意","比较不同意","比较同意","无所谓","比较同意","完全不同意","比较同意","无所谓","完全同意"
"1504",5972,"比较不同意","比较同意","比较同意","比较不同意","比较同意","比较同意","完全同意","无法选择","完全同意","比较不同意","无法选择","比较同意","无法选择","完全同意","完全同意"
"1505",5973,"比较同意","比较不同意","比较同意","无所谓","比较同意","比较不同意","比较同意","比较同意","比较同意","无所谓","比较同意","比较不同意","比较同意","比较不同意","比较同意"
"1506",5974,"比较同意","比较同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","完全同意","无所谓","比较同意"
"1507",5977,"比较同意","比较不同意","完全同意","比较同意","比较同意","完全不同意","比较同意","完全不同意","比较同意","完全不同意","完全同意","比较同意","完全同意","完全同意","完全同意"
"1508",5980,"比较同意","无所谓","比较同意","无法选择","比较同意","无所谓","比较同意","比较不同意","比较同意","无所谓","比较同意","比较不同意","比较同意","比较同意","比较同意"
"1509",5984,"无法选择","比较不同意","比较同意","无所谓","比较同意","无所谓","比较同意","无所谓","比较同意","比较不同意","比较同意","比较不同意","比较同意","无所谓","比较同意"
"1510",5986,"比较同意","完全不同意","完全同意","完全同意","比较同意","完全不同意","完全同意","比较同意","完全同意","无所谓","完全同意","完全不同意","完全同意","比较同意","比较同意"
"1511",5988,"无所谓","无所谓","比较同意","无所谓","比较同意","无法选择","比较同意","无法选择","无所谓","比较不同意","无法选择","比较不同意","比较同意","无法选择","完全同意"
"1512",5993,"比较同意","完全不同意","完全同意","完全同意","完全同意","完全同意","完全同意","比较不同意","完全同意","比较不同意","完全不同意","完全同意","完全不同意","完全同意","完全同意"
"1513",5995,"完全同意","完全同意","完全同意","完全同意","完全同意","完全同意","完全同意","无法选择","完全同意","比较同意","完全同意","完全同意","完全同意","完全同意","完全同意"
"1514",5999,"完全同意","无所谓","完全同意","比较同意","拒绝回答","比较同意","比较同意","比较同意","比较同意","比较不同意","无法选择","比较不同意","比较同意","比较同意","比较同意"
"1515",6004,"完全同意","无所谓","完全同意","完全同意","完全同意","比较同意","完全同意","比较同意","比较同意","比较不同意","完全同意","无所谓","比较同意","比较同意","完全同意"
"1516",6005,"比较同意","完全不同意","完全同意","比较同意","比较同意","比较同意","完全同意","比较不同意","完全同意","比较不同意","完全同意","比较不同意","比较同意","比较同意","完全同意"
"1517",6016,"比较同意","比较不同意","比较同意","比较同意","比较同意","比较不同意","完全同意","完全不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较同意","比较同意"
"1518",6017,"完全同意","完全不同意","完全同意","无所谓","完全同意","比较同意","完全同意","完全不同意","比较同意","完全不同意","完全同意","完全不同意","完全同意","完全不同意","完全同意"
"1519",6018,"比较同意","比较不同意","比较同意","比较不同意","完全同意","完全同意","完全同意","无法选择","完全同意","比较不同意","完全同意","完全不同意","完全同意","无法选择","完全同意"
"1520",6021,"比较同意","无所谓","完全同意","无所谓","无所谓","无所谓","完全同意","无所谓","无所谓","完全不同意","完全不同意","完全不同意","无所谓","完全同意","完全同意"
"1521",6024,"比较同意","无所谓","无所谓","无法选择","比较同意","比较不同意","比较同意","比较同意","无法选择","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意"
"1522",6028,"比较不同意","比较同意","无所谓","比较同意","比较不同意","比较同意","比较同意","无法选择","比较不同意","比较不同意","无法选择","比较不同意","比较不同意","完全同意","比较不同意"
"1523",6029,"比较同意","完全同意","完全同意","比较同意","完全同意","完全同意","完全同意","比较同意","完全同意","比较不同意","无法选择","完全同意","无法选择","比较同意","无法选择"
"1524",6032,"完全同意","比较不同意","比较同意","比较同意","比较不同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","无法选择","比较同意","比较不同意","无法选择"
"1525",6040,"无所谓","比较不同意","比较同意","比较同意","比较同意","无法选择","比较同意","无法选择","拒绝回答","无所谓","无所谓","比较不同意","比较同意","比较同意","比较同意"
"1526",6046,"无所谓","比较同意","完全同意","完全同意","完全同意","比较同意","无所谓","无法选择","无法选择","比较同意","无法选择","无所谓","比较同意","完全同意","完全同意"
"1527",6055,"比较同意","比较同意","比较同意","比较同意","比较同意","比较不同意","完全同意","无所谓","比较同意","比较不同意","比较同意","无所谓","完全同意","比较不同意","比较同意"
"1528",6056,"比较同意","比较不同意","比较同意","比较同意","比较同意","比较同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意"
"1529",6057,"比较同意","比较同意","比较同意","比较同意","比较同意","完全不同意","比较同意","完全不同意","比较同意","完全不同意","完全同意","比较同意","比较同意","比较不同意","比较同意"
"1530",6059,"比较不同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较同意","比较同意","比较不同意","比较同意","比较不同意","比较不同意","比较不同意","比较不同意"
"1531",6062,"完全同意","比较不同意","完全同意","完全同意","完全同意","完全同意","完全同意","完全不同意","完全同意","完全不同意","完全同意","完全同意","完全同意","完全同意","完全同意"
"1532",6064,"无法选择","比较同意","比较同意","比较同意","比较同意","比较不同意","完全同意","完全不同意","比较同意","完全不同意","完全同意","完全不同意","完全同意","比较同意","比较同意"
"1533",6065,"完全同意","完全不同意","完全同意","完全同意","完全同意","完全不同意","完全同意","完全不同意","比较同意","比较不同意","比较同意","完全不同意","完全同意","完全不同意","比较同意"
"1534",6067,"比较同意","完全不同意","完全同意","比较同意","完全同意","比较同意","比较同意","比较不同意","比较同意","完全不同意","无法选择","比较不同意","比较同意","比较同意","完全同意"
"1535",6071,"比较同意","比较不同意","比较同意","比较同意","完全同意","比较不同意","完全同意","比较不同意","比较同意","完全不同意","无法选择","无所谓","比较同意","比较同意","完全同意"
"1536",6075,"无所谓","无所谓","比较同意","无所谓","无所谓","无所谓","比较同意","无所谓","比较同意","无所谓","无所谓","无所谓","无所谓","比较同意","比较不同意"
"1537",6076,"比较同意","比较不同意","比较同意","比较同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","完全不同意","完全同意","比较同意","完全同意"
"1538",6077,"比较同意","比较不同意","比较同意","比较同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","无所谓","无所谓","比较不同意","比较同意","无所谓","比较同意"
"1539",6078,"无法选择","无法选择","比较同意","比较同意","无所谓","无所谓","比较同意","无所谓","比较同意","比较同意","无所谓","比较同意","比较同意","比较同意","比较同意"
"1540",6079,"比较不同意","比较同意","无所谓","无所谓","无所谓","比较同意","无所谓","无所谓","比较同意","比较同意","无所谓","无所谓","比较同意","比较同意","无所谓"
"1541",6092,"比较不同意","比较不同意","比较同意","比较同意","比较不同意","比较同意","无所谓","无所谓","比较同意","比较同意","无法选择","比较同意","比较同意","比较同意","无所谓"
"1542",6107,"无法选择","完全同意","完全同意","完全同意","完全不同意","完全同意","完全同意","无法选择","完全同意","完全不同意","完全同意","完全同意","完全同意","无法选择","无法选择"
"1543",6117,"比较同意","无所谓","无所谓","无所谓","比较同意","无所谓","无所谓","无所谓","比较同意","无所谓","无法选择","无法选择","无法选择","无所谓","无所谓"
"1544",6123,"比较同意","无所谓","无所谓","无所谓","比较同意","比较同意","比较同意","比较同意","无所谓","无所谓","无所谓","无所谓","无所谓","无法选择","无所谓"
"1545",6139,"无所谓","比较不同意","比较同意","比较同意","无所谓","无所谓","无法选择","无所谓","比较同意","比较同意","无所谓","无所谓","无所谓","比较同意","比较同意"
"1546",6149,"无法选择","比较不同意","比较同意","比较同意","比较不同意","比较不同意","比较同意","比较不同意","比较同意","无法选择","比较同意","比较同意","无法选择","完全同意","无所谓"
"1547",6152,"无所谓","比较同意","比较同意","比较同意","无所谓","比较同意","比较同意","比较同意","比较同意","比较同意","无法选择","比较同意","比较同意","比较同意","无法选择"
"1548",6155,"比较同意","无所谓","比较同意","无所谓","比较同意","比较同意","比较同意","无所谓","无所谓","无所谓","比较同意","无所谓","无所谓","无所谓","无所谓"
"1549",6156,"比较同意","比较同意","比较同意","无所谓","比较同意","比较同意","比较同意","比较同意","比较同意","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓"
"1550",6165,"比较同意","比较同意","完全不同意","完全不同意","比较不同意","无法选择","比较同意","比较同意","完全同意","比较同意","无法选择","无法选择","比较同意","比较同意","完全不同意"
"1551",6166,"完全同意","完全不同意","完全同意","比较同意","完全同意","完全不同意","完全不同意","完全同意","完全同意","比较同意","完全不同意","完全同意","比较不同意","比较不同意","完全同意"
"1552",6172,"比较同意","比较不同意","比较同意","无所谓","比较同意","无所谓","比较同意","无所谓","比较同意","无所谓","比较同意","比较同意","无所谓","无所谓","无所谓"
"1553",6182,"比较同意","比较同意","无法选择","完全同意","比较同意","比较同意","比较同意","无法选择","比较同意","无法选择","比较同意","无所谓","比较同意","比较同意","无法选择"
"1554",6188,"比较不同意","比较不同意","比较同意","比较同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","完全不同意","比较同意","无所谓","比较同意"
"1555",6192,"比较不同意","比较同意","完全同意","完全同意","比较同意","完全不同意","完全同意","比较同意","完全同意","比较不同意","完全同意","比较同意","完全同意","比较同意","完全同意"
"1556",6196,"完全同意","完全不同意","完全同意","完全不同意","完全同意","完全不同意","完全同意","完全不同意","完全同意","比较同意","完全同意","完全不同意","完全同意","完全同意","完全同意"
"1557",6198,"比较不同意","比较不同意","比较同意","比较不同意","比较同意","比较同意","比较同意","比较不同意","无法选择","完全同意","比较不同意","完全同意","无所谓","完全同意","比较不同意"
"1558",6200,"比较同意","比较同意","完全同意","比较不同意","完全同意","比较同意","比较同意","无所谓","比较同意","比较同意","无所谓","无所谓","完全同意","比较同意","完全同意"
"1559",6202,"比较同意","比较不同意","比较同意","比较同意","比较同意","比较不同意","比较同意","完全不同意","比较同意","完全不同意","比较同意","比较不同意","比较同意","无所谓","比较同意"
"1560",6206,"比较同意","比较同意","完全同意","比较同意","完全同意","比较同意","比较同意","完全不同意","完全同意","完全同意","比较同意","完全不同意","完全同意","比较同意","完全同意"
"1561",6207,"完全不同意","完全不同意","比较同意","完全同意","比较同意","完全同意","完全同意","比较不同意","完全同意","完全不同意","比较不同意","比较同意","完全同意","完全同意","无所谓"
"1562",6210,"比较同意","比较不同意","完全同意","比较同意","比较同意","比较不同意","比较不同意","比较不同意","完全同意","比较不同意","完全同意","比较不同意","完全同意","比较不同意","完全同意"
"1563",6212,"完全同意","比较同意","完全同意","比较同意","完全同意","比较同意","完全同意","比较不同意","无法选择","比较不同意","无法选择","比较同意","比较同意","比较同意","比较同意"
"1564",6214,"完全不同意","完全同意","比较不同意","完全同意","无所谓","比较不同意","完全同意","完全不同意","完全同意","比较不同意","比较同意","完全同意","完全同意","比较同意","比较同意"
"1565",6218,"比较同意","完全不同意","完全同意","完全同意","完全同意","比较不同意","完全同意","完全不同意","完全同意","完全不同意","完全同意","完全不同意","完全同意","完全同意","完全同意"
"1566",6220,"比较不同意","比较不同意","比较同意","比较同意","比较同意","无所谓","比较同意","无所谓","比较同意","比较不同意","比较同意","无所谓","比较同意","比较同意","完全同意"
"1567",6228,"比较同意","比较同意","比较同意","比较同意","比较同意","无所谓","比较同意","无所谓","比较同意","比较不同意","比较不同意","无所谓","无所谓","比较同意","无所谓"
"1568",6249,"无所谓","无所谓","比较同意","无所谓","无所谓","无所谓","无所谓","无所谓","无法选择","无法选择","比较同意","无所谓","无所谓","无所谓","无所谓"
"1569",6250,"比较不同意","无所谓","比较同意","无所谓","无所谓","比较同意","比较不同意","无法选择","无法选择","比较不同意","无法选择","无所谓","比较不同意","无法选择","无法选择"
"1570",6251,"比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较同意","比较同意","比较不同意","比较同意","比较同意","比较同意"
"1571",6254,"比较同意","无所谓","比较同意","无所谓","比较同意","无所谓","比较不同意","无法选择","无法选择","比较不同意","比较同意","比较不同意","比较同意","无法选择","完全同意"
"1572",6259,"完全同意","比较同意","比较同意","比较同意","完全同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","完全不同意","完全同意","完全不同意","完全同意"
"1573",6261,"完全同意","完全同意","完全同意","比较同意","比较同意","完全不同意","比较同意","完全不同意","比较同意","完全不同意","比较同意","无所谓","完全同意","比较不同意","完全同意"
"1574",6263,"比较同意","完全不同意","比较同意","完全同意","比较同意","完全不同意","比较同意","完全不同意","比较同意","完全不同意","比较同意","完全不同意","完全同意","无所谓","比较同意"
"1575",6264,"完全同意","比较不同意","完全同意","比较不同意","完全同意","完全同意","完全同意","完全不同意","无法选择","比较不同意","无法选择","完全同意","完全同意","完全同意","完全同意"
"1576",6265,"比较同意","无所谓","比较同意","比较不同意","比较同意","比较不同意","无所谓","比较不同意","比较同意","完全不同意","比较同意","无所谓","比较同意","无所谓","比较同意"
"1577",6270,"比较同意","比较不同意","比较同意","比较同意","完全同意","无法选择","比较同意","比较不同意","比较同意","比较不同意","无法选择","比较同意","比较同意","无所谓","完全同意"
"1578",6291,"完全同意","完全不同意","完全同意","比较同意","完全同意","完全不同意","完全同意","比较不同意","比较同意","完全同意","比较同意","比较同意","完全同意","完全同意","比较同意"
"1579",6295,"比较同意","比较不同意","比较同意","无所谓","比较同意","比较不同意","无所谓","无所谓","比较同意","比较同意","无所谓","比较不同意","比较同意","无所谓","比较同意"
"1580",6297,"完全不同意","比较不同意","比较同意","比较同意","比较同意","比较不同意","完全同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较同意","比较同意"
"1581",6307,"比较同意","比较不同意","比较同意","无所谓","比较同意","比较同意","完全同意","无所谓","比较同意","比较不同意","比较不同意","比较同意","比较同意","比较同意","无所谓"
"1582",6309,"比较同意","完全不同意","比较同意","比较同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较同意","比较同意","比较不同意","比较同意","比较不同意","完全同意"
"1583",6310,"无法选择","完全不同意","无法选择","比较不同意","比较不同意","比较不同意","完全同意","完全不同意","比较不同意","比较同意","比较不同意","完全不同意","比较不同意","完全不同意","比较不同意"
"1584",6313,"比较同意","比较不同意","比较同意","比较同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较同意","比较同意","比较不同意","比较同意","比较不同意","比较同意"
"1585",6318,"比较不同意","比较不同意","比较同意","比较同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较同意","比较同意"
"1586",6322,"比较同意","比较同意","无所谓","比较同意","比较同意","比较不同意","比较不同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较同意","无所谓"
"1587",6323,"无所谓","比较不同意","比较同意","比较同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较同意","比较同意"
"1588",6326,"无所谓","无所谓","比较不同意","无所谓","比较同意","比较不同意","无所谓","无所谓","比较同意","无所谓","无所谓","无所谓","比较同意","比较同意","无所谓"
"1589",6329,"完全同意","完全不同意","完全同意","完全同意","完全同意","完全同意","完全同意","完全不同意","完全同意","完全不同意","完全同意","完全不同意","完全同意","完全同意","完全同意"
"1590",6334,"完全同意","比较不同意","比较同意","无所谓","完全同意","无所谓","无法选择","无所谓","无所谓","比较不同意","比较同意","无所谓","无法选择","无法选择","比较同意"
"1591",6335,"完全同意","完全不同意","完全同意","完全同意","完全同意","完全同意","完全同意","完全不同意","完全同意","完全不同意","完全同意","完全同意","比较同意","完全不同意","无法选择"
"1592",6339,"无所谓","比较同意","无所谓","无所谓","完全同意","比较不同意","完全同意","无所谓","无所谓","比较不同意","完全同意","无所谓","完全同意","比较不同意","比较同意"
"1593",6340,"完全同意","比较不同意","比较不同意","无所谓","完全同意","无所谓","完全同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","无所谓","无所谓","比较同意"
"1594",6347,"完全同意","完全不同意","完全同意","比较同意","完全同意","完全同意","完全同意","完全不同意","比较不同意","比较不同意","完全同意","比较不同意","比较同意","比较不同意","完全同意"
"1595",6352,"比较同意","比较同意","比较同意","比较同意","比较同意","比较同意","比较同意","比较不同意","比较同意","比较同意","比较同意","比较不同意","比较同意","比较同意","比较不同意"
"1596",6355,"比较不同意","比较同意","比较同意","比较同意","比较同意","比较同意","比较同意","比较不同意","比较同意","比较不同意","比较不同意","比较同意","比较同意","无所谓","比较同意"
"1597",6362,"比较同意","比较同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较同意","比较同意","无所谓","比较同意","比较不同意","比较同意","比较同意","完全不同意"
"1598",6363,"完全同意","完全不同意","完全同意","完全同意","完全同意","完全不同意","完全同意","比较同意","比较同意","比较不同意","比较同意","无所谓","比较同意","比较不同意","完全同意"
"1599",6364,"比较同意","比较不同意","完全同意","完全同意","完全同意","完全同意","比较同意","完全不同意","完全同意","完全不同意","完全同意","完全同意","完全同意","完全同意","完全不同意"
"1600",6366,"比较同意","比较不同意","无所谓","比较不同意","比较同意","比较同意","无所谓","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较不同意"
"1601",6369,"完全不同意","比较同意","比较同意","比较同意","比较同意","完全不同意","比较同意","完全不同意","比较同意","比较不同意","比较同意","比较同意","比较同意","无所谓","比较同意"
"1602",6376,"比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较同意","比较同意","比较同意","比较同意","比较不同意","比较同意","无法选择","比较同意"
"1603",6383,"完全同意","比较同意","比较不同意","比较同意","完全不同意","比较同意","完全同意","比较同意","比较同意","完全不同意","比较同意","完全同意","比较不同意","比较同意","比较不同意"
"1604",6387,"比较同意","完全不同意","完全同意","比较同意","完全同意","比较同意","完全同意","完全不同意","完全同意","完全不同意","完全不同意","完全不同意","完全同意","比较同意","完全同意"
"1605",6388,"完全同意","比较不同意","完全同意","比较同意","完全同意","比较不同意","完全同意","完全不同意","完全同意","比较不同意","完全同意","完全不同意","完全同意","比较同意","完全同意"
"1606",6390,"无法选择","无法选择","完全同意","无法选择","比较不同意","完全同意","比较不同意","无法选择","完全不同意","完全同意","完全不同意","完全同意","比较不同意","比较不同意","完全不同意"
"1607",6391,"完全同意","比较同意","完全同意","完全同意","完全同意","完全不同意","完全同意","比较不同意","完全同意","完全不同意","完全同意","比较不同意","完全同意","完全同意","完全同意"
"1608",6393,"比较同意","比较同意","比较同意","比较同意","比较同意","比较不同意","比较同意","比较同意","比较同意","比较不同意","无法选择","比较同意","比较同意","比较同意","比较同意"
"1609",6394,"完全同意","比较同意","完全同意","完全同意","完全同意","比较同意","比较同意","比较不同意","比较同意","完全不同意","完全同意","无法选择","完全同意","比较同意","比较同意"
"1610",6396,"比较同意","比较同意","比较同意","完全同意","完全同意","比较同意","完全同意","比较同意","完全同意","比较同意","完全同意","拒绝回答","完全同意","完全同意","完全同意"
"1611",6402,"完全同意","完全不同意","完全同意","比较同意","完全同意","比较不同意","完全同意","完全不同意","完全同意","完全不同意","完全同意","完全不同意","完全同意","完全不同意","完全同意"
"1612",6404,"比较同意","完全不同意","完全同意","比较同意","比较同意","完全不同意","完全同意","完全不同意","完全同意","比较不同意","完全同意","完全不同意","完全同意","完全不同意","完全同意"
"1613",6411,"比较同意","比较同意","比较同意","比较同意","无所谓","比较同意","无所谓","无所谓","比较同意","无所谓","比较同意","比较不同意","无所谓","无所谓","无所谓"
"1614",6412,"无法选择","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较同意","比较同意","比较同意","比较不同意","比较不同意","比较同意","比较同意","比较不同意","比较不同意"
"1615",6413,"比较不同意","完全不同意","完全同意","完全同意","完全同意","完全不同意","完全同意","完全不同意","完全不同意","完全不同意","完全同意","完全不同意","完全同意","完全不同意","完全同意"
"1616",6418,"比较同意","比较不同意","拒绝回答","无法选择","比较同意","比较同意","比较同意","无法选择","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较同意","比较同意"
"1617",6419,"无法选择","完全不同意","比较同意","完全同意","完全同意","完全同意","完全同意","完全同意","完全同意","无法选择","无法选择","比较同意","完全同意","完全同意","完全同意"
"1618",6436,"无法选择","比较同意","比较不同意","无法选择","比较同意","比较同意","比较同意","无法选择","完全同意","无法选择","完全同意","比较不同意","完全同意","比较不同意","比较同意"
"1619",6441,"比较不同意","无所谓","比较同意","比较不同意","比较不同意","比较同意","无所谓","比较同意","比较同意","无所谓","比较不同意","无所谓","无所谓","比较不同意","比较同意"
"1620",6442,"无所谓","比较同意","无所谓","比较同意","比较同意","比较同意","比较同意","无所谓","比较同意","比较不同意","完全同意","无所谓","比较同意","比较同意","比较同意"
"1621",6443,"比较同意","完全不同意","比较同意","完全同意","比较同意","无法选择","比较同意","比较不同意","比较同意","比较不同意","比较不同意","比较不同意","比较同意","无所谓","比较同意"
"1622",6444,"完全不同意","比较不同意","完全同意","完全不同意","完全同意","完全不同意","完全同意","完全不同意","完全同意","完全不同意","完全同意","完全同意","完全同意","完全不同意","无法选择"
"1623",6446,"比较同意","比较同意","比较同意","比较同意","比较同意","比较同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较同意","比较同意","比较同意","完全同意"
"1624",6449,"比较同意","完全不同意","完全同意","完全同意","完全同意","完全不同意","完全同意","完全不同意","完全同意","比较不同意","完全同意","完全不同意","完全同意","完全不同意","比较同意"
"1625",6452,"比较同意","比较不同意","比较同意","比较同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意","比较不同意","比较同意"
"1626",6454,"比较不同意","完全不同意","比较同意","比较不同意","比较同意","比较不同意","完全同意","完全不同意","完全同意","比较不同意","完全同意","完全不同意","比较同意","无所谓","比较同意"
"1627",6455,"比较不同意","完全同意","完全同意","完全同意","完全同意","完全同意","完全同意","完全不同意","完全同意","完全不同意","无所谓","完全不同意","完全同意","完全同意","完全同意"
"1628",6456,"比较同意","比较不同意","比较同意","比较同意","比较同意","比较不同意","比较同意","完全不同意","完全同意","比较不同意","比较同意","比较不同意","比较同意","比较同意","比较同意"
"1629",6458,"无法选择","无所谓","完全同意","完全同意","完全同意","完全同意","完全同意","比较不同意","完全同意","比较同意","无法选择","完全同意","完全同意","完全不同意","完全同意"
"1630",6459,"完全同意","完全同意","完全同意","完全同意","比较同意","比较同意","完全同意","完全不同意","完全不同意","完全不同意","完全同意","完全不同意","完全同意","比较不同意","完全同意"
"1631",6460,"无所谓","比较同意","无所谓","无所谓","完全同意","比较同意","比较同意","无所谓","无所谓","无所谓","比较同意","无所谓","比较同意","无所谓","完全同意"
"1632",6461,"比较同意","比较不同意","比较同意","比较同意","比较不同意","比较不同意","完全同意","比较不同意","比较不同意","比较不同意","比较同意","无所谓","无所谓","比较同意","比较同意"
"1633",6465,"比较同意","比较不同意","比较同意","比较不同意","比较不同意","比较不同意","比较同意","比较同意","比较同意","比较同意","比较同意","比较不同意","比较不同意","比较不同意","比较不同意"
"1634",6466,"比较同意","比较同意","完全同意","无法选择","无所谓","无法选择","无所谓","无法选择","比较同意","比较同意","比较不同意","比较不同意","比较同意","无所谓","无法选择"
"1635",6471,"完全不同意","比较不同意","完全同意","比较同意","比较同意","完全同意","比较同意","无法选择","比较同意","无所谓","比较同意","完全不同意","完全不同意","完全不同意","完全不同意"
"1636",6473,"无法选择","完全同意","完全同意","无法选择","无法选择","无法选择","完全同意","比较不同意","完全同意","比较不同意","完全同意","无法选择","无所谓","无所谓","完全同意"
"1637",6485,"无所谓","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓","无所谓"
"1638",6486,"无所谓","无所谓","比较同意","无所谓","比较同意","比较不同意","完全同意","无所谓","比较同意","完全不同意","比较同意","完全不同意","比较同意","无所谓","比较同意"
"1639",6488,"无所谓","比较不同意","比较同意","比较同意","比较同意","比较不同意","比较同意","无法选择","无所谓","比较同意","无所谓","比较不同意","比较不同意","无所谓","无所谓"
