"","id","l2501","l2502","l2503","l2504","l2505","l2506","l2507","l2508","l2509","l2510","l2511","l2512","l2513","l2514","l2515"
"676",2593,4,2,4,3,4,2,4,2,4,4,2,2,5,1,5
"677",2596,4,2,4,3,4,3,5,4,5,4,4,2,3,2,4
"678",2600,3.71231884057971,4,5,1,5,1,5,5,5,3.4861646234676,5,3,5,1,3.81396981396981
"679",2610,4,4,4,3,5,4,5,3.5040500736377,4,4,4,4,4,4,4
"680",2614,1,5,4,2,2,3,5,1,5,5,5,5,5,2,4
"681",2616,4,4,4,1,4,5,5,3.5040500736377,4.06256481161424,5,3.89625668449198,1,4,4,5
"682",2617,4,2,4,2.32650273224044,4,4,4,3.5040500736377,4,4,4,4,4,2.77097345132743,3.81396981396981
"683",2632,5,4,5,2,4,4,4,4,4,4,4,4,4,4,4
"684",2634,3,3,4,2,3,3,3,3,3,4,3,3,3,3,4
"685",2642,4,3,4,2,4,4,4,4,4,4,2,3,3,2,4
"686",2648,4,2,4,2,4,4,4,2,3,3,3,3,3,2,4
"687",2650,4,2,4,2,4,4,4,5,1,4,4,4,3,3,5
"688",2651,3,2,4,2,2,3,5,3,4,4,4,3,3,2,4
"689",2659,4,4,4,2,3,4,3,3,2,3,3,3,3,3,4
"690",2660,3,3,3,2,3,3,3,3.5040500736377,3,3.4861646234676,3.89625668449198,3,3,3,3
"691",2662,3.71231884057971,3,4,2,3.91554959785523,3,4,3,4.06256481161424,4,3.89625668449198,3,4,3,3
"692",2665,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"693",2669,2,2,3,2,4,2,2,4,3,3,2,2,3,2,3.81396981396981
"694",2671,3.71231884057971,3.22091062394604,2,1,2,1,2,3.5040500736377,4.06256481161424,3.4861646234676,2,2,2,1,3
"695",2673,3.71231884057971,2,3,2,3,3,3,3.5040500736377,3,3,3,3,3,3,3
"696",2680,3.71231884057971,4,4,3,4,2,3,3.5040500736377,4,3,4,3.39461883408072,3.89578250261415,2,3.81396981396981
"697",2681,3.71231884057971,3.22091062394604,4.01468624833111,2.32650273224044,3,3,3,3,4,3,2,2,3,2,3
"698",2687,4,4,4,1,4,2,3,2,3,4,2,4,4,2,4
"699",2689,4,3,4,2,5,2,4,2,5,2,4,2,5,2,3
"700",2691,5,4,5,2.32650273224044,5,4,5,4,4,5,5,4,5,2.77097345132743,5
"701",2695,4,3,4,2,4,3,3,3,3,3,3.89625668449198,3.39461883408072,4,2.77097345132743,4
"702",2697,4,3,4,3,4,3,4,3,3,3,4,4,2,3,3
"703",2698,3,2,3,3,4,2,4,3,3,3,3,2,3,3,3
"704",2705,4,4,4,2,4,4,4,2,4,4,4,2,4,2,4
"705",2706,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3
"706",2707,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3
"707",2709,3.71231884057971,2,5,1,5,4,2,3.5040500736377,5,4,2,4,2,2.77097345132743,4
"708",2710,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3
"709",2714,4,2,4,2.32650273224044,4,4,5,3.5040500736377,4,3.4861646234676,4,2,4,3,5
"710",2716,3,2,2,2,4,1,2,3,4,3.4861646234676,4,1,2,1,3
"711",2718,4,2,3,3,4,3,3,3,4,3,3,2,3,2,3
"712",2719,3,3,3,3,4,2,3,3,4,2,3,3.39461883408072,4,2,3
"713",2722,2,4,2,3,3,4,2,3,2,3,2,3,3,3,3
"714",2724,2,3,4,4,3,4,2,4,2,3,4,3,3,4,3
"715",2728,4,3,3,2,4,3,3,4,2,3,4,3,2,4,2
"716",2734,3,3,4,3,3,3,4,3,3,3,3,3,3,3,2
"717",2735,4,4,4,2.32650273224044,4,4,4,3.5040500736377,4.06256481161424,3.4861646234676,4,2,4,2,4
"718",2737,1,2,4,2,3,2,4,3,4,3,3,3,3,2,3
"719",2745,3,4,4,2,4,4,4,2,4,4,4,4,4,4,4
"720",2753,4,4,4,2.32650273224044,4,2,4,3.5040500736377,4,3.4861646234676,4,2,3.89578250261415,2,3.81396981396981
"721",2756,2,2,2,1,5,2,5,2,2,2,2,2,3.89578250261415,2,2
"722",2763,5,4,4,2,4,4,5,4,4,3.4861646234676,5,3,4,4,5
"723",2766,2,2,4,2,5,2,3,2,4,2,4,2,3,2,5
"724",2773,3,4,4,2,4,2,4,3,4,4,4,4,4,4,4
"725",2780,4,3,4,3,4,2,4,2,3,3,3,2,3,2,3
"726",2784,4,3,3,2,3,3,3,4,3,4,3,3,3,3,3
"727",2796,3,3,3,3,3,3,4,3,3,3,4,3,4,3,3
"728",2800,3.71231884057971,2,2,2,3.91554959785523,2,2,3.5040500736377,3,2,4,2,2,2,3
"729",2804,3,3,4,2,4,3,2,3.5040500736377,3,3,3,2,3,2.77097345132743,3.81396981396981
"730",2805,4,3,4,1,4,2,3,3,3,3,4,4,3,3,3
"731",2806,3,3,4,3,4,3,4,3,4,3,4,3,3,3,3
"732",2810,3,3,4,2,2,3,3,3,4,3,3,4,4,3,4
"733",2814,2,3,4,1,3,3,4,3,3,3,3,4,4,3,3
"734",2818,3.71231884057971,2,4,2,4,1,3,3,4,2,3,2,4,2.77097345132743,4
"735",2820,4,3,3,2,2,4,2,4,3,3,3,3,3,3,1
"736",2830,4,2,4,2.32650273224044,3.91554959785523,3,4,3.5040500736377,4.06256481161424,3.4861646234676,3,4,3,3,4
"737",2839,4,4,4,3,4,3,3,3,3,3,3,3,4,3,3
"738",2842,4,4,4,4,4,2,4,5,4,4,3,3,4,3,4
"739",2843,4,4,4,2,5,1,5,2,3,3,3,3,3.89578250261415,2.77097345132743,3.81396981396981
"740",2848,4,3,4,2,3.91554959785523,3,4,3,3,3,3,2,4,2,2
"741",2850,4,2,2,3,1,2,3,3.5040500736377,2,4,4,2,3.89578250261415,2,4
"742",2880,3.71231884057971,1,5,1,2,2,4,3.5040500736377,5,3.4861646234676,4,2,4,1,1
"743",2883,3.71231884057971,1,2,1,2,1,5,1,2,2,5,2,3.89578250261415,2.77097345132743,4
"744",2884,5,1,1,1,1,1,5,1,5,5,3.89625668449198,1,1,1,1
"745",2885,2,2,2,1,2,2,5,2,4,2,4,2,2,2,2
"746",2887,4,4,4,2,4,4,4,4,5,4,4,4,4,4,3
"747",2888,2,2,4,2,2,4,5,4,4,3,4,4,4,2,3.81396981396981
"748",2890,5,1,5,5,5,1,5,1,5,5,5,5,5,1,5
"749",2892,4,2,5,2,4,2,3,3,3,3,4,2,4,3,4
"750",2899,4,5,5,2,4,5,5,4,5,4,5,2,5,2,5
"751",2902,4,5,5,3,4,2,4,4,4,4,5,5,5,1,5
"752",2903,4,3,4,2,5,5,4,2,4,4,3,3,4,2,2
"753",2918,3.71231884057971,2,4,3,5,1,5,3.5040500736377,4.06256481161424,3,5,3.39461883408072,3.89578250261415,1,1
"754",2919,1,2,1,1,1,1,4,2,5,3,3.89625668449198,2,4,5,1
"755",2921,5,1,5,1,5,1,5,1,4.06256481161424,1,3.89625668449198,3.39461883408072,3.89578250261415,1,5
"756",2922,3.71231884057971,1,5,1,1,2.92810902896082,5,1,1,5,3.89625668449198,3.39461883408072,1,1,1
"757",2930,1,5,5,1,1,5,5,2,5,4,2,2,2,5,1
"758",2931,2,4,5,4,5,4,5,4,4,3,4,4,4,4,4
"759",2943,3,3,3,3,5,2.92810902896082,4.14543630892678,3.5040500736377,4.06256481161424,3.4861646234676,5,1,5,1,1
"760",2944,4,4,4,2,4,4,2,4,5,4,4,4,5,2,4
"761",2947,2,4,5,1,2,2,5,2,5,2,5,4,4,2.77097345132743,4
"762",2952,3.71231884057971,2,5,1,1,1,5,3.5040500736377,5,3.4861646234676,5,1,5,1,1
"763",2953,3.71231884057971,5,5,1,5,2,5,3.5040500736377,5,1,5,3.39461883408072,3.89578250261415,2.77097345132743,5
"764",2955,3,3,3,3,4,3,3,3,3,3,4,4,3,2,3
"765",2959,4,2,5,2,1,2,4,3.5040500736377,5,2,4,2,4,2,4
"766",2966,5,5,5,4,4,5,4,5,4,5,5,5,5,5,5
"767",2975,3.71231884057971,2,4,2,4,2,5,5,5,4,5,5,5,1,5
"768",2988,4,1,5,1,5,1,5,2,5,1,5,4,5,3,3.81396981396981
"769",2989,4,2,4,4,4,4,4,4,4,4,5,4,4,4,5
"770",2990,1,5,5,1,5,1,5,5,5,5,5,5,5,5,5
"771",2994,2,5,4,2,4,4,5,4,2,5,4,5,4,4,4
"772",2999,3.71231884057971,5,5,1,5,5,4,4,5,4,5,4,5,4,5
"773",3009,3.71231884057971,5,2,3,4,4,3,4,5,1,5,4,2,3,3
"774",3019,3,3,3,2,4,3,3,3,4,3,3,4,3,3,3
"775",3026,3.71231884057971,1,4,1,1,2,4,3.5040500736377,5,3.4861646234676,4,5,4,1,3.81396981396981
"776",3029,3,1,4.01468624833111,1,1,1,5,3.5040500736377,4.06256481161424,1,1,1,3.89578250261415,1,1
"777",3031,2,2,4,2,2,2,4,4,4,2,4,4,4,2,2
"778",3033,2,2,4,2,2,2,2,2,2,4,4,2,4,2,2
"779",3040,3.71231884057971,2,4,4,2,2,5,2,4,2,2,2,2,2,4
"780",3043,4,2,4,2,1,2,5,2,5,4,2,4,2,2,4
"781",3047,3,3,3,3,4,1,5,3,3,3,3.89625668449198,2,4,2.77097345132743,4
"782",3049,3,2,4,2,4,2.92810902896082,5,3.5040500736377,3,3.4861646234676,4,4,4,4,4
"783",3053,3.71231884057971,2,4,2,5,4,5,4,4,4,4,4,2,2,5
"784",3056,3,1,5,1,2,2,5,4,5,3.4861646234676,5,4,5,1,2
"785",3060,4,4,4,4,4,4,3,4,4,2,4,2,4,4,4
"786",3065,4,4,5,2,4,5,4,4,4,4,4,4,4,2,4
"787",3066,3,1,5,1,2,2,4,2,5,3,4,2,5,1,2
"788",3081,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"789",3082,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3
"790",3083,4,2,5,2,4,2,4,5,5,4,4,2,4,3,5
"791",3088,3,3,4,2,3,3,4,4,4,4,4,4,3,3,4
"792",3089,3.71231884057971,5,5,1,5,5,5,5,5,5,5,5,5,1,5
"793",3090,4,2,4,2,2,4,5,2,5,5,5,1,5,1,2
"794",3093,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3
"795",3099,4,2,2,4,2,4,5,4,5,4,2,1,5,1,5
"796",3101,4,2,4,4,4,2,5,2,4,3,4,2,4,2,5
"797",3102,3.71231884057971,2,2,2,1,2,4,2,4,3.4861646234676,3.89625668449198,2,2,2,3.81396981396981
"798",3131,5,1,5,1,5,1,5,1,5,5,5,5,5,1,5
"799",3140,4,4,4,2,4,4,4,2,2,2,4,4,4,2.77097345132743,4
"800",3146,3,3,3,3,3,2,3,3,2,3,3,2,3,3,3
"801",3148,4,2,2,4,4,4,5,4,4,4,4,2,4,2,4
"802",3152,2,4,4,2,4,5,4,5,4,5,4,4,4,3,3
"803",3153,2,4,4,4,3,3,4,2,4,3,2,3,3,2,4
"804",3155,4,4,4,3,4,3,3,3,4,2,3.89625668449198,4,3,2,4
"805",3158,3,2,4,3,4,4,4,5,4,4,4,3,4,3,3
"806",3161,4,2,5,1,4,1,5,2,5,2,5,2,2,2,4
"807",3164,4,4,4,3,3,2,2,2,4,4,5,4,5,1,4
"808",3171,5,3.22091062394604,5,1,4,2,5,4,5,5,5,5,5,1,5
"809",3176,4,4,4,1,4,5,3,4,4,2,3,4,4,3,4
"810",3181,4,3,4,3,4,4,3,1,2,3,4,4,3,3,2
"811",3182,4,4,4,3,4,2,3,3.5040500736377,4.06256481161424,2,4,4,3.89578250261415,2.77097345132743,3
"812",3187,3,2,4,3,5,4,4,3,4,2,5,4,3,2.77097345132743,4
"813",3194,4,3,4,3,5,3,4,4,3,2,2,1,3,1,3
"814",3195,3.71231884057971,4,5,1,4,4,3,5,5,4,5,4,4,5,4
"815",3196,4,3,3,3,4,2,5,2,3,2,3,1,2,5,2
"816",3199,2,3,3,2,2,4,4,3,4,4,2,3,3,2.77097345132743,3.81396981396981
"817",3201,3.71231884057971,4,4,4,4,2,3,4,4,3.4861646234676,3.89625668449198,4,4,4,4
"818",3203,3,3,4,4,2,3,3,3,4,2,2,3,3,2,2
"819",3204,4,3,4,3,4,4,5,5,4,4,4,4,4,4,3
"820",3206,4,4,3,3,4,4,1,3,2,2,4,3,3,4,3
"821",3207,5,5,5,4,4,3,4,4,4,4,4,5,5,3,4
"822",3213,4,1,4.01468624833111,1,4,4,2,3,4,4,3,4,3,4,3
"823",3222,4,4,4,3,4,2,4,4,4,4,4,4,2,4,4
"824",3223,4,5,3,4,5,4,3,4,4,4,1,5,2,3,4
"825",3227,4,3.22091062394604,3,1,4,1,3,4,3,4,3,2,3,4,3.81396981396981
"826",3228,3,2,3,2,2,4,2,3.5040500736377,4.06256481161424,4,3,3,3,2,3
"827",3231,2,2,4,2,4,2,3,3,4.06256481161424,2,3,2,3,2,4
"828",3232,5,4,4,2,5,2,4,5,5,5,4,4,5,2,5
"829",3236,2,3,4,2.32650273224044,4,2.92810902896082,4.14543630892678,3,4.06256481161424,3,3,4,3.89578250261415,3,2
"830",3238,4,4,4,2,4,2,3,4,3,2,4,3,4,2,4
"831",3241,4,3,3,5,2,2,1,4,4.06256481161424,1,2,3,3,2.77097345132743,3.81396981396981
"832",3242,2,4,3,3,4,3,5,3.5040500736377,4,3,3,4,2,4,3
"833",3246,4,4,2,4,4,4,2,4,4,2,4,2,4,4,2
"834",3253,3,4,3,1,4,3,4,3,3,3,3,4,3,3,3
"835",3256,2,4,4,2,4,2,4,4,4,2,4,4,4,2,4
"836",3265,3,2,4,2,4,2,4,4,3,3,4,3,4,3,4
"837",3266,3.71231884057971,4,3,2,2,3,4,4,4,4,4,4,4,2,3
"838",3271,5,4,4,1,4,1,5,4,4,3,3,5,4,3,3
"839",3286,2,2,4,1,4,1,4,2,4,2,2,2,2,2,2
"840",3288,4,5,3,1,3,3,4,3,4,4,3,4,5,2,3
"841",3293,2,4,4,2,4,1,4,2,4,1,2,4,2,2,2
"842",3296,4,3,4,2,4,1,5,3,4.06256481161424,2,4,3.39461883408072,2,2,4
"843",3306,4,4,4,3,2,4,3,4,4,2,2,3,2,3,3
"844",3321,3.71231884057971,3,3,2,3,2.92810902896082,3,3.5040500736377,4,3,4,3,3,2.77097345132743,3.81396981396981
"845",3323,4,4,4,2,4,4,2,3,4,2,5,3,2,4,2
"846",3324,2,4,4,2,4,2,4,4,4,4,2,4,4,4,4
"847",3325,4,3,3,2,4,4,3,4,4,3,3,2,3,3,5
"848",3331,3,5,4,2,4,2,5,4,4,5,3,5,4,3,4
"849",3337,4,2,4,3,3,4,2,3,4,2,4,2,2,2,2
"850",3340,4,4,4,2,4,3,5,3,3,3,3,4,4,3,3
"851",3346,2,3,3,2,3,2.92810902896082,4.14543630892678,3.5040500736377,3,3,3.89625668449198,3,3,3,3.81396981396981
"852",3348,3,4,3,2,3,2,4,4,3,3,3,4,3,3,3
"853",3357,1,4,4,2,2,2,4,2,4,4,2,4,2,2,2
"854",3360,4,4,4,2,4,2,4,4,5,2,4,4,4,4,4
"855",3361,4,4,4,2,4,4,4,4,5,2,4,4,4,2,4
"856",3363,4,2,4,2,4,2,4,2,4,2,2,2,2,2,4
"857",3365,2,4,3,3,4,3,4,4,3,4,4,4,2,4,3
"858",3366,2,4,3,2,5,3,5,3,4,5,5,3,4,4,4
"859",3368,3,5,4,2,4,2,4,3,3,4,3,5,3,3,4
"860",3380,3,2,2,2,4,2,4,2,4,2,2,2,2,2,5
"861",3387,5,4,4,2,5,4,4,4,4,2,4,4,4,4,4
"862",3393,4,4,4,2,4,4,3,4,4,3,4,4,3,4,4
"863",3397,3,3,4,2,2,3,4,3,3,3,4,4,4,3,3
"864",3402,3,2,3,3,2,3,2,3.5040500736377,4.06256481161424,3,3,3,2,3,3
"865",3403,4,4,4,2,5,3,3,4,5,3,2,5,3,3,3
"866",3410,4,3,4,2,5,3,5,3.5040500736377,5,2,3.89625668449198,3.39461883408072,5,1,5
"867",3414,5,5,5,1,5,4,5,4,4,3,2,4,4,3,5
"868",3417,5,5,4,2,4,5,5,3,5,1,5,5,5,1,5
"869",3420,3,4,4,1,4,2,4,4,4,3,4,5,4,2,3
"870",3423,4,5,5,4,4,4,5,5,5,5,5,5,4,4,4
"871",3431,2,4,4,4,4,4,2,5,4,2,4,4,4,4,3
"872",3434,4,3,3,2,4,3,4,3,4.06256481161424,3,3.89625668449198,3.39461883408072,4,1,4
"873",3437,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4
"874",3438,2,4,4,2.32650273224044,4,3,5,3.5040500736377,4,4,4,4,4,2,4
"875",3444,5,2,2,3,4,3,2,1,4,3,1,3,4,4,5
"876",3446,4,3,4,2,5,2,3,2,2,2,1,1,3,4,4
"877",3448,4,3.22091062394604,3,2.32650273224044,3,2,3,3.5040500736377,4.06256481161424,2,4,4,4,3,3
"878",3451,3,2,2,2,3,2,3,3.5040500736377,4.06256481161424,2,4,3,3.89578250261415,2.77097345132743,3
"879",3459,4,1,3,1,4,3,4,4,3,2,2,1,4,3,4
"880",3462,3.71231884057971,2,4,2,4,2,5,3.5040500736377,5,4,5,2,5,1,5
"881",3463,4,1,4,1,4,2,3,4,4.06256481161424,3,4,4,3.89578250261415,2.77097345132743,4
"882",3467,3,4,4,2,4,2,3,4,4,3,4,3,4,3,4
"883",3469,3,3,4,2.32650273224044,4,3,4.14543630892678,2,3,3.4861646234676,2,1,4,2.77097345132743,2
"884",3470,3,2,3,2,4,3,2,3,4,4,3,4,3,2,3
"885",3473,3,2,4,1,4,3,3,2,4,3,3.89625668449198,1,3,2.77097345132743,4
"886",3474,4,5,5,2,5,3,5,3,4,5,5,4,4,4,5
"887",3475,2,4,5,3,5,4,3,3.5040500736377,4,3,2,5,4,3,5
"888",3478,4,3,4,4,2,3,3,2,4,3,4,3,5,5,1
"889",3486,4,3,4,2,3,2,3,4,2,4,3,2,4,4,2
"890",3488,2,3,4,2,5,2.92810902896082,4,3,4,4,3.89625668449198,5,4,4,4
"891",3489,3,2,3,1,5,3,2,3.5040500736377,3,1,3,3,3,4,3
"892",3494,4,5,5,3,5,4,5,3,5,5,4,5,5,4,4
"893",3496,3.71231884057971,4,3,3,4,2,5,3,4,3,3,2,3,2,3
"894",3512,3,2,3,3,4,3,3,2,4,2,3,3,3,2,3
"895",3513,4,3,4,2,5,3,2,2,3,2,3,2,5,3,5
"896",3516,4,3,4,4,3,2,5,3,4,4,4,3.39461883408072,4,3,2
"897",3518,2,1,5,2,4,5,5,5,5,4,5,2,4,3,3
"898",3522,3,2,3,3,3,2,3,2,5,4,4,3,4,3,3
"899",3525,4,3,3,3,3,4,2,4,3,2,4,3,3,3,3
"900",3526,3,2,3,3,4,2,4,4,4,1,4,4,4,3,3
"901",3528,3,2,3,3,4,3,3,3,4,2,3,4,3,3,4
"902",3531,2,2,4,1,2,5,5,5,4,2,5,2,4,2,3
"903",3540,3,2,4,3,4,3,3,2,4,3,2,3,3,3,3
"904",3541,3.71231884057971,2,4,3,2,5,4,5,4,2,1,2,1,1,3
"905",3544,2,4,4,3,3,2,4,4,4,4,4,4,4,2,4
"906",3547,5,3,1,5,1,5,2,3.5040500736377,4,2,4,4,2,4,4
"907",3550,5,5,5,1,5,5,5,5,5,3,5,5,5,1,5
"908",3551,2,2,4,1,5,1,5,5,5,5,4,2,4,1,5
"909",3562,4,2,4,4,4,2,4.14543630892678,3.5040500736377,4.06256481161424,4,2,4,4,4,4
"910",3567,4,3,4,3,4,4,4,4,4,3.4861646234676,4,3.39461883408072,4,2.77097345132743,3.81396981396981
"911",3568,4,4,4,2,4,4,5,5,5,4,4,4,5,2,4
"912",3571,2,3,1,2,1,3,2,3,1,2,1,2,1,3,2
"913",3573,4,4,5,1,4,1,5,4,4,5,5,1,4,2,5
"914",3576,1,5,5,2,5,2,4,1,4,4,2,2,2,1,5
"915",3579,5,1,5,1,5,1,5,4,5,5,5,5,5,1,5
"916",3583,2,4,5,2,5,4,5,4,5,4,5,4,5,5,5
"917",3585,4,2,4,2,5,5,5,5,5,5,5,5,5,2.77097345132743,5
"918",3587,5,5,1,2,4,4,5,4,5,4,4,5,4,2,4
"919",3594,3.71231884057971,2,4,1,5,5,5,4,5,5,5,4,5,4,5
"920",3595,5,4,5,1,4,2,4,2,5,2,4,2,2,2,4
"921",3599,5,4,5,1,5,1,4.14543630892678,5,5,5,5,2,5,1,5
"922",3603,4,4,5,4,5,4,5,5,5,5,5,5,5,5,5
"923",3614,5,4,5,1,5,4,5,4,5,4,5,4,5,1,5
"924",3629,3.71231884057971,2,4,2,4,4,5,5,4,4,5,3.39461883408072,4,2,4
"925",3630,3.71231884057971,4,4,2,4,4,4,4,4,5,4,2,4,2.77097345132743,4
"926",3644,4,2,4,2,5,4,5,4,5,4,5,4,5,1,5
"927",3652,5,5,5,4,5,2,5,5,5,5,4,5,5,3,5
"928",3654,4,4,4,2,4,4,4,4,4,4,4,4,4,2,4
"929",3655,2,3,4,3,4,2.92810902896082,4,3,5,1,4,3,4,3,3
"930",3656,4,2,4,2,5,2,4,3,4,2,3,3.39461883408072,3.89578250261415,2.77097345132743,3
"931",3660,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"932",3670,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5
"933",3676,2,2,4,2,4,4,4,2,4,4,4,2,4,2,4
"934",3683,3.71231884057971,4,4,2,4,4,4,3.5040500736377,4,4,4,5,3,2,4
"935",3684,4,2,5,1,4,2,5,1,4.06256481161424,2,4,1,3.89578250261415,2,4
"936",3690,5,2,5,2,4,5,4,4,2,4,5,4,5,2,5
"937",3696,4,2,4,3,4,2,4,2,4,4,4,4,4,2,4
"938",3706,5,5,5,1,4,4,5,5,5,5,5,5,5,4,5
"939",3707,5,1,2,2,5,2,5,5,4,5,1,2,2,4,5
"940",3708,4,4,4,2,4,4,3,4,4,4,3.89625668449198,3.39461883408072,4,4,4
"941",3710,2,4,4,2,2,4,4,4,4,4,4,4,4,4,2
"942",3712,4,4,4,4,5,4,5,4,5,4,5,3,5,3,5
"943",3722,2,4,5,1,4,4,4,2,5,4,4,4,5,2,5
"944",3724,3,3,5,1,5,2.92810902896082,5,3,5,3,5,5,5,2,3.81396981396981
"945",3729,5,1,5,1,1,1,5,1,4.06256481161424,5,3.89625668449198,3.39461883408072,3.89578250261415,5,1
"946",3733,3.71231884057971,2,4,2,4,2,2,3.5040500736377,4.06256481161424,2,4,2,3.89578250261415,2,4
"947",3740,4,3,3,2.32650273224044,3,2,4,4,4,3,4,4,4,4,2
"948",3751,2,4,2,4,2,2,4,2,4.06256481161424,2,4,2,4,2,2
"949",3756,1,5,5,5,5,5,5,5,5,2,5,5,5,2.77097345132743,5
"950",3757,2,4,4,2,4,4,5,4,5,3,5,4,2,4,3
"951",3772,5,5,4,2,4,4,4,4,4,4,4,4,4,4,3
"952",3776,1,4,5,2,5,2,4,2,5,5,5,4,5,2,4
"953",3780,2,2,4,1,3.91554959785523,2,2,3.5040500736377,4.06256481161424,4,5,3,3.89578250261415,2.77097345132743,4
"954",3781,5,4,4,1,5,5,5,5,4,5,5,1,4,4,5
"955",3783,2,2,4,1,3.91554959785523,2,4,3.5040500736377,5,4,5,3.39461883408072,4,2,5
"956",3785,4,2,4,2,5,2,4,2,4,2,4,2,4,2,4
"957",3789,3.71231884057971,3.22091062394604,4,2,3.91554959785523,5,5,3.5040500736377,5,1,5,4,5,2,3.81396981396981
"958",3790,1,3,4,3,2,2,4,3,4,3,5,3,3,3,2
"959",3791,3.71231884057971,2,4,1,5,1,4.14543630892678,3.5040500736377,4.06256481161424,4,3.89625668449198,1,5,1,5
"960",3797,5,5,3,1,5,3,5,5,3,4,5,5,3,5,5
"961",3808,3,4,4,2,3,4,4,4,5,4,5,4,5,1,5
"962",3810,3.71231884057971,4,5,1,3,1,5,1,5,2,4,3.39461883408072,5,1,5
"963",3812,4,5,5,5,5,2,4,1,5,2,5,3.39461883408072,5,4,4
"964",3816,4,4,4,3,2,5,5,4,5,1,1,5,5,4,3
"965",3818,1,1,5,1,4,1,5,4,4,2,5,4,5,1,2
"966",3819,4,4,4,2,4,2,4,4,5,2,4,4,4,2,5
"967",3833,2,3,2,2,4,5,5,5,5,2,5,5,1,5,3
"968",3838,4,4,4,1,5,4,4,4,4,4,4,5,4,2,5
"969",3841,3.71231884057971,3.22091062394604,5,2,5,1,4,3.5040500736377,4,2,4,3.39461883408072,4,2,4
"970",3842,3.71231884057971,4,4,2,4,2.92810902896082,4,2,4,3.4861646234676,2,4,2,2,4
"971",3848,5,1,5,1,5,1,5,5,5,5,5,2,5,1,5
"972",3851,3.71231884057971,2,2,2,2,1,5,3.5040500736377,4.06256481161424,1,4,2,5,2,4
"973",3852,2,1,5,1,5,1,5,1,5,4,5,5,5,2,4
"974",3858,2,4,4,2,4,2,4,2,2,4,2,2,2,2,2
"975",3868,3.71231884057971,5,5,1,5,5,5,5,4.06256481161424,5,5,5,5,5,5
"976",3869,4,4,4,2,4,2,4,3.5040500736377,4,4,4,4,4,2,4
"977",3874,4,4,5,2,5,1,5,4,5,4,5,4,5,4,5
"978",3876,2,4,4,2,4,2,4,4,4,2,4,5,5,1,4
"979",3880,1,5,5,1,4,2.92810902896082,4.14543630892678,1,5,5,5,5,5,1,5
"980",3884,4,2,4,2,4,2,5,4,5,4,5,4,4,2,5
"981",3885,2,5,5,2,4,1,5,5,5,4,5,5,5,5,5
"982",3886,4,4,4,2,4,4,5,4,4,4,5,4,4,2,4
"983",3887,4,5,4,1,4,1,5,5,5,5,2,4,5,1,5
"984",3889,5,1,5,1,1,1,5,1,5,5,5,3.39461883408072,5,1,5
"985",3901,1,5,5,5,5,1,5,1,5,5,5,2,4,2,4
"986",3904,2,5,5,1,5,4,5,5,5,5,5,5,5,1,5
"987",3906,2,5,5,1,5,1,5,5,1,4,5,5,5,4,5
"988",3909,2,4,4,2,4,3,5,4,4,3,3,4,5,3,4
"989",3915,3.71231884057971,2,5,1,4,2.92810902896082,5,5,4.06256481161424,4,4,4,4,2.77097345132743,5
"990",3920,4,3,4,2,5,2,4,2,4,3,4,2,4,2,4
"991",3922,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5
"992",3925,5,2,5,2,5,4,4,4,4,5,5,1,5,1,5
"993",3928,5,1,5,2,4,2,4,2,4,3,5,2,4,2,5
"994",3930,5,1,5,1,5,2,5,2,5,2,5,1,5,2.77097345132743,5
"995",3932,1,4,5,1,5,1,5,4,5,1,5,1,5,1,2
"996",3937,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4
"997",3942,4,2,4,3,4,2,4,3,4,4,2,4,3,3,4
"998",3943,5,4,5,1,5,4,5,5,5,4,5,1,5,1,5
"999",3944,4,2,4,1,4,2,5,5,5,2,1,3.39461883408072,5,1,5
"1000",3947,2,2,4,1,5,1,4,3,4,4,2,2,4,2,5
"1001",3954,5,2,5,1,5,5,5,5,5,5,5,5,5,5,5
"1002",3957,2,3,3,3,4,2,4,2,4,2,3,3,3,2,3
"1003",3962,5,5,4,4,5,4,4,4,3,3,4,4,5,3,5
"1004",3965,2,4,4,2,4,4,5,4,5,5,5,5,5,4,5
"1005",3977,4,2,4,2,4,2,4,3,4,2,5,4,4,2,4
"1006",3979,4,2,5,2,5,5,5,1,5,5,5,5,5,1,5
"1007",3986,2,2,4,2,4,2,4,4,4,3.4861646234676,4,4,4,2,4
"1008",4030,5,4,5,1,5,2.92810902896082,5,5,5,5,5,2,1,4,5
"1009",4031,4,4,5,2.32650273224044,4,3,5,3.5040500736377,4,3,4,2,4,2,4
"1010",4033,3.71231884057971,2,4,1,1,2,5,2,4.06256481161424,2,4,2,3.89578250261415,2,4
